Person_id,Family_Number,Person_Number,Gender,Age,Nationality_Type,Trips_Done,Occupation_Status,License_Type
2388104,23881,4,Male,20,Non-Saudi Arab,Yes,Student - College: Full-Time - Works Part-Time,Car Only
2369701,23697,1,Male,55-64,Saudi,There is no need,Retired,Car Only
2369702,23697,2,Female,45-54,Saudi,nothing,House Person,No License
2369703,23697,3,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2369704,23697,4,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2369705,23697,5,Female,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2374601,23746,1,Male,65,Saudi,does not want,Retired,Car Only
2374602,23746,2,Female,48,Saudi,Yes,House Person,No License
2374603,23746,3,Male,33,Saudi,Yes,Unemployed,Car Only
2374604,23746,4,Female,30,Saudi,Yes,Unemployed,No License
2209101,22091,1,Male,50,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2467901,24679,1,Male,55-64,Saudi,There is no reason to go out,Retired,Car Only
2467902,24679,2,Female,45-54,Saudi,Yes,House Person,No License
2467903,24679,3,Female,25-34,Saudi,Yes,Unemployed,No License
2467904,24679,4,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2246601,22466,1,Male,41,Saudi,Yes,Full Time Employed,Car Only
2246602,22466,2,Female,35,Saudi,Yes,House Person,Car Only
2246603,22466,3,Female,<=5,Saudi,Yes,Child not at nursery,No License
2108801,21088,1,Male,33,Non-Saudi Arab,Yes,Self-Employed (own business),No License
2108802,21088,2,Male,33,Non-Saudi Arab,Yes,Self-Employed (own business),No License
2108803,21088,3,Male,25-34,Non-Saudi Non-Arab,Yes,Self-Employed (own business),No License
2405001,24050,1,Male,28,Saudi,Yes,Full Time Employed,Car Only
2405002,24050,2,Female,25,Saudi,Yes,Unemployed,No License
2329901,23299,1,Male,39,Saudi,Yes,Full Time Employed,Car Only
2329902,23299,2,Female,34,Saudi,Yes,House Person,No License
2329903,23299,3,Female,10,Saudi,Yes,Student - Elementary School,No License
2329904,23299,4,Female,5,Saudi,no,Child not at nursery,No License
2073301,20733,1,Male,48,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2073302,20733,2,Female,45-54,Non-Saudi Non-Arab,Attention to the child,House Person,No License
2073303,20733,3,Male,22,Non-Saudi Non-Arab,Yes,Unemployed,Motorcycle Only
2073304,20733,4,Female,2,Non-Saudi Non-Arab,no,Child not at nursery,No License
2471801,24718,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2471802,24718,2,Female,34-44,Saudi,Yes,Unemployed,No License
2471803,24718,3,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2471804,24718,4,Female,<=5,Saudi,small,Child not at nursery,No License
2441701,24417,1,Male,52,Saudi,Yes,Unemployed,Car Only
2441702,24417,2,Female,49,Saudi,housewife,Unemployed,No License
2441703,24417,3,Female,25,Saudi,at home,Unemployed,No License
2441704,24417,4,Male,24,Saudi,Yes,Unemployed,Car Only
2441705,24417,5,Male,21,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2441706,24417,6,Male,17,Saudi,Yes,Student - Secondary School,No License
2441707,24417,7,Male,12,Saudi,Yes,Student - Elementary School,No License
2441708,24417,8,Female,11,Saudi,Yes,Student - Elementary School,No License
2441709,24417,9,Male,9,Saudi,Yes,Student - Elementary School,No License
2459101,24591,1,Male,53,Saudi,nothing,Retired,Car Only
2459102,24591,2,Female,50,Saudi,nothing,House Person,No License
2459103,24591,3,Female,25,Saudi,Yes,Student - University: Full-Time (does not work),No License
2459104,24591,4,Female,24,Saudi,nothing,House Person,No License
2459105,24591,5,Male,23,Saudi,nothing,Unemployed,Car Only
2459106,24591,6,Male,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2459107,24591,7,Male,16,Saudi,Yes,Student - Secondary School,No License
2459108,24591,8,Female,10,Saudi,Yes,Student - Elementary School,No License
2538801,25388,1,Male,75,Saudi,I didn't go out,Retired,No License
2538802,25388,2,Female,60,Saudi,Yes,House Person,No License
2538803,25388,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2538804,25388,4,Male,28,Saudi,Yes,Full Time Employed,Car Only
2538805,25388,5,Female,35,Saudi,There are no flights,Unemployed,No License
2238101,22381,1,Male,37,Saudi,Yes,Full Time Employed,Car Only
2238102,22381,2,Female,39,Saudi,Yes,Unemployed,No License
2238103,22381,3,Female,13,Saudi,Yes,Student - Primary School,No License
2238104,22381,4,Female,9,Saudi,Yes,Student - Elementary School,No License
2238105,22381,5,Male,6,Saudi,A special needs child did not come out,Student - Elementary School,No License
2369801,23698,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2369802,23698,2,Female,25-34,Non-Saudi Arab,Yes,House Person,No License
2369803,23698,3,Female,<=5,Non-Saudi Arab,A child is not in the nursery,Child not at nursery,No License
2158301,21583,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2158302,21583,2,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2416101,24161,1,Male,65-74,Saudi,nothing,Retired,Car Only
2416102,24161,2,Female,55-64,Saudi,nothing,House Person,No License
2416103,24161,3,Male,25-34,Saudi,Yes,Unemployed,Car Only
2416104,24161,4,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2416105,24161,5,Male,25-34,Saudi,to exist,Refused to Answer,Car Only
2416106,24161,6,Male,34-44,Saudi,Yes,Unemployed,Car Only
2133801,21338,1,Male,33,Saudi,Yes,Full Time Employed,Car Only
2133802,21338,2,Female,29,Saudi,Yes,Unemployed,No License
2133803,21338,3,Female,4,Saudi,his baby boy,Child not at nursery,No License
2133804,21338,4,Male,1,Saudi,baby,Child not at nursery,No License
2515201,25152,1,Male,25-34,Saudi,Yes,Full Time Employed,Car Only
2515202,25152,2,Female,25-34,Saudi,Housewife working from home,Self-Employed (own business),Car Only
2515203,25152,3,Female,<=5,Saudi,no,Child not at nursery,No License
2515204,25152,4,Male,<=5,Saudi,no,Child not at nursery,No License
2091201,20912,1,Male,60,Saudi,Yes,Retired,Car Only
2091202,20912,2,Female,50,Saudi,nothing,Unemployed,No License
2091203,20912,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2091204,20912,4,Female,34,Saudi,Yes,Unemployed,No License
2091205,20912,5,Female,16,Saudi,Yes,Student - Secondary School,No License
2091206,20912,6,Female,17,Saudi,Yes,Student - Secondary School,No License
2282501,22825,1,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2282502,22825,2,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2282503,22825,3,Female,18-24,Saudi,Yes,Full Time Employed,Car Only
2282504,22825,4,Male,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2282505,22825,5,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2131001,21310,1,Male,72,Saudi,Yes,Retired,Car Only
2131002,21310,2,Female,60,Saudi,Yes,Unemployed,No License
2131003,21310,3,Male,27,Saudi,Yes,Full Time Employed,Car Only
2131004,21310,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2233301,22333,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2233302,22333,2,Female,35,Saudi,Yes,House Person,No License
2233303,22333,3,Male,7,Saudi,Yes,Student - Elementary School,No License
2233304,22333,4,Male,4,Saudi,no,Child not at nursery,No License
2388201,23882,1,Male,35,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2388202,23882,2,Female,25,Non-Saudi Arab,Yes,Full Time Employed,No License
2388203,23882,3,Male,7,Non-Saudi Arab,Yes,Student - Elementary School,No License
2278601,22786,1,Male,38,Saudi,Yes,Full Time Employed,Car Only
2278602,22786,2,Male,68,Saudi,Yes,Retired,Car Only
2278603,22786,3,Female,61,Saudi,Yes,House Person,No License
2186601,21866,1,Male,34-44,Saudi,Yes,Refused to Answer,No License
2186602,21866,2,Female,34-44,Saudi,Yes,House Person,No License
2186603,21866,3,Male,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2186604,21866,4,Female,<=5,Saudi,A child is not in the nursery,Child not at nursery,No License
2246701,22467,1,Male,48,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2246702,22467,2,Female,38,Non-Saudi Arab,Yes,House Person,No License
2374701,23747,1,Male,24,Saudi,Yes,Full Time Employed,Car Only
2374702,23747,2,Female,27,Saudi,Yes,Full Time Employed,No License
2459201,24592,1,Male,40,Saudi,Yes,Full Time Employed,Car Only
2459202,24592,2,Female,38,Saudi,Yes,Full Time Employed,Car Only
2459203,24592,3,Female,13,Saudi,Yes,Student - Primary School,No License
2459204,24592,4,Female,10,Saudi,Yes,Student - Elementary School,No License
2459205,24592,5,Male,9,Saudi,Yes,Student - Elementary School,No License
2459206,24592,6,Male,3,Saudi,There is no child,Child not at nursery,No License
2429201,24292,1,Male,60,Saudi,Yes,Retired,Car Only
2429202,24292,2,Female,55,Saudi,Yes,House Person,No License
2429203,24292,3,Male,28,Saudi,Yes,Full Time Employed,Car Only
2256801,22568,1,Male,21,Saudi,Yes,Student - College: Full-Time - Works Part-Time,Car Only
2256802,22568,2,Male,24,Saudi,He is unemployed and his car is ruined,Unemployed,Car Only
2256803,22568,3,Male,19,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2252101,22521,1,Male,45-54,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2252102,22521,2,Female,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,No License
2252103,22521,3,Male,<=5,Non-Saudi Non-Arab,child,Child not at nursery,No License
2053501,20535,1,Male,50,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2053502,20535,2,Female,40,Non-Saudi Non-Arab,Yes,House Person,No License
2053503,20535,3,Male,27,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2053504,20535,4,Female,18,Non-Saudi Non-Arab,Yes,Student - University: Full-Time (does not work),No License
2369401,23694,1,Male,55-64,Saudi,Yes,Retired,No License
2369402,23694,2,Female,34-44,Saudi,Yes,House Person,No License
2369403,23694,3,Female,18-24,Saudi,Yes,Student - University: Full-Time (does not work),No License
2369404,23694,4,Female,3,Saudi,A child not registered in his custody,Child not at nursery,No License
2416501,24165,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2416502,24165,2,Female,45-54,Saudi,nothing,House Person,No License
2416503,24165,3,Male,<=5,Saudi,nothing,Child not at nursery,No License
2538901,25389,1,Female,33,Saudi,Yes,Full Time Employed,Car Only
2538902,25389,2,Female,9,Saudi,Yes,Student - Elementary School,No License
2538903,25389,3,Female,8,Saudi,Yes,Student - Elementary School,No License
2538904,25389,4,Male,2,Saudi,nothing,Child not at nursery,No License
2480101,24801,1,Male,88,Saudi,Yes,Retired,Car Only
2480102,24801,2,Female,72,Saudi,Yes,House Person,No License
2480103,24801,3,Female,53,Saudi,Yes,House Person,Car Only
2237901,22379,1,Male,44,Saudi,Yes,Full Time Employed,Car Only
2237902,22379,2,Female,35,Saudi,For a reason to get out,House Person,No License
2237903,22379,3,Female,16,Saudi,Yes,Student - Secondary School,No License
2237904,22379,4,Male,12,Saudi,Yes,Student - Elementary School,No License
2237905,22379,5,Male,9,Saudi,Yes,Student - Elementary School,No License
2405401,24054,1,Male,63,Saudi,Yes,Retired,Car Only
2405402,24054,2,Female,60,Saudi,No reason to get out,Unemployed,No License
2282601,22826,1,Female,45-54,Saudi,Yes,Unemployed,No License
2282602,22826,2,Female,18-24,Saudi,Yes,Unemployed,Car Only
2282603,22826,3,Female,16,Saudi,Yes,Student - Secondary School,No License
2471901,24719,1,Male,65-74,Saudi,Yes,Retired,Car Only
2471902,24719,2,Female,55-64,Saudi,Yes,House Person,No License
2471903,24719,3,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2471904,24719,4,Male,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2532701,25327,1,Male,43,Saudi,Yes,Full Time Employed,Car Only
2532702,25327,2,Female,42,Saudi,homework,Unemployed,No License
2532703,25327,3,Male,22,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2532704,25327,4,Male,19,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2532705,25327,5,Male,14,Saudi,Yes,Student - Primary School,No License
2446301,24463,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2446302,24463,2,Female,25,Saudi,Yes,House Person,No License
2446303,24463,3,Female,3,Saudi,no,Child not at nursery,No License
2446304,24463,4,Male,1,Saudi,no,Child not at nursery,No License
2441801,24418,1,Male,53,Non-Saudi Non-Arab,Yes,Unemployed,Car Only
2441802,24418,2,Female,45,Non-Saudi Non-Arab,housewife,Unemployed,No License
2441803,24418,3,Male,30,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2441804,24418,4,Male,19,Non-Saudi Non-Arab,P home,Unemployed,Car Only
2441805,24418,5,Female,25,Non-Saudi Non-Arab,P home,Unemployed,No License
2377501,23775,1,Male,59,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2377502,23775,2,Female,54,Non-Saudi Arab,Yes,House Person,No License
2377503,23775,3,Male,27,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2377504,23775,4,Female,24,Non-Saudi Arab,Yes,House Person,No License
2377505,23775,5,Female,20,Non-Saudi Arab,Yes,House Person,No License
2377506,23775,6,Male,Dec-15,Non-Saudi Arab,Yes,Student - Primary School,No License
2073101,20731,1,Male,26,Saudi,Yes,Full Time Employed,Car Only
2073102,20731,2,Female,25,Saudi,Yes,Unemployed,No License
2448001,24480,1,Male,33,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2448002,24480,2,Female,22,Non-Saudi Arab,Yes,House Person,No License
2448003,24480,3,Female,5,Non-Saudi Arab,no,Child not at nursery,No License
2448004,24480,4,Male,4,Non-Saudi Arab,no,Child not at nursery,No License
2448005,24480,5,Male,2,Non-Saudi Arab,no,Child not at nursery,No License
2246801,22468,1,Male,27,Saudi,Yes,Full Time Employed,Car Only
2246802,22468,2,Female,22,Saudi,Yes,Full Time Employed,Car Only
2133901,21339,1,Male,60,Saudi,Yes,Retired,Car Only
2133902,21339,2,Female,55-64,Saudi,housewife,Unemployed,No License
2133903,21339,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2133904,21339,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2161701,21617,1,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,No License
2161702,21617,2,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,No License
2051101,20511,1,Female,33,Saudi,Yes,Full Time Employed,Car Only
2051102,20511,2,Female,29,Saudi,Yes,Full Time Employed,Car Only
2051103,20511,3,Female,29,Saudi,Yes,Full Time Employed,No License
2051104,20511,4,Female,30,Saudi,Yes,Full Time Employed,No License
2416601,24166,1,Male,65-74,Saudi,Yes,Retired,Car Only
2416602,24166,2,Female,55-64,Saudi,nothing,House Person,No License
2416603,24166,3,Female,16-17,Saudi,Yes,Student - Secondary School,No License
2416604,24166,4,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2416605,24166,5,Male,06-Nov,Saudi,Yes,Student - Elementary School,No License
2459301,24593,1,Male,60,Saudi,nothing,Retired,Car Only
2459302,24593,2,Female,55,Saudi,nothing,House Person,No License
2459303,24593,3,Male,30,Saudi,Yes,Full Time Employed,Car Only
2459304,24593,4,Male,25,Saudi,Yes,Full Time Employed,Car Only
2459305,24593,5,Female,20,Saudi,Yes,Student - University: Full-Time (does not work),No License
2459306,24593,6,Female,15,Saudi,Yes,Student - Primary School,No License
2459307,24593,7,Female,9,Saudi,Yes,Student - Elementary School,No License
2340101,23401,1,Male,45-54,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2340102,23401,2,Male,34-44,Non-Saudi Non-Arab,Yes,Full Time Employed,Car Only
2340103,23401,3,Male,34-44,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2428101,24281,1,Male,30,Saudi,Yes,Full Time Employed,Car Only
2428102,24281,2,Female,25,Saudi,Yes,House Person,No License
2428103,24281,3,Female,3,Saudi,There is no reason,Child not at nursery,No License
2428104,24281,4,Male,1,Saudi,There is no reason,Child not at nursery,No License
2209901,22099,1,Male,42,Saudi,Yes,Full Time Employed,Car Only
2209902,22099,2,Female,33,Saudi,Yes,House Person,Car Only
2209903,22099,3,Female,70,Saudi,Yes,House Person,No License
2209904,22099,4,Female,15,Saudi,Yes,Student - Primary School,No License
2209905,22099,5,Male,11,Saudi,Yes,Student - Elementary School,No License
2209906,22099,6,Male,8,Saudi,Yes,Student - Elementary School,No License
2209907,22099,7,Female,2,Saudi,Yes,Child not at nursery,No License
2282701,22827,1,Male,55-64,Saudi,Yes,Full Time Employed,Car Only
2282702,22827,2,Female,34-44,Saudi,Yes,Full Time Employed,No License
2282703,22827,3,Male,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2282704,22827,4,Male,18-24,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2282705,22827,5,Female,Dec-15,Saudi,Yes,Student - Primary School,No License
2366701,23667,1,Male,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2366702,23667,2,Female,25-34,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2278801,22788,1,Male,47,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2278802,22788,2,Female,42,Non-Saudi Arab,Yes,Full Time Employed,No License
2228801,22288,1,Male,34-44,Saudi,Yes,Full Time Employed,Car Only
2228802,22288,2,Female,25-34,Saudi,Yes,Full Time Employed,Car Only
2228803,22288,3,Female,06-Nov,Saudi,Yes,Student - Elementary School,No License
2228804,22288,4,Male,<=5,Saudi,no,Child not at nursery,No License
2539001,25390,1,Male,44,Saudi,Yes,Full Time Employed,Car Only
2539002,25390,2,Female,34-44,Saudi,Yes,Full Time Employed,Car Only
2539003,25390,3,Male,14,Saudi,Yes,Student - Primary School,No License
2539004,25390,4,Female,13,Saudi,Yes,Student - Primary School,No License
2539005,25390,5,Male,4,Saudi,child,Child not at nursery,No License
2108901,21089,1,Male,21,Saudi,Yes,Student - University: Full-Time (does not work),Car Only
2108902,21089,2,Female,50,Saudi,No reason to get out,House Person,No License
2108903,21089,3,Male,19,Saudi,Yes,Unemployed,Car Only
2108904,21089,4,Male,17,Saudi,Yes,Student - Secondary School,No License
2108905,21089,5,Male,11,Saudi,Yes,Student - Elementary School,No License
2053601,20536,1,Male,60,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2053602,20536,2,Female,55,Non-Saudi Arab,Yes,House Person,No License
2053603,20536,3,Male,22,Non-Saudi Arab,Yes,Full Time Employed,Car Only
2053604,20536,4,Male,13,Non-Saudi Arab,Yes,Student - Primary School,No License
2053605,20536,5,Male,15,Non-Saudi Arab,Yes,Student - Primary School,No License
2256901,22569,1,Male,60,Saudi,Yes,Retired,Car Only
2256902,22569,2,Female,54,Saudi,Yes,House Person,No License
2256903,22569,3,Male,25,Saudi,Yes,Full Time Employed,Car Only
2256904,22569,4,Female,19,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
2073501,20735,1,Male,49,Saudi,Yes,Full Time Employed,Car Only
2073502,20735,2,Female,45-54,Saudi,Yes,House Person,No License
2073503,20735,3,Male,23,Saudi,Yes,Full Time Employed,Car Only
2073504,20735,4,Male,23,Saudi,Yes,Unemployed,Car Only
2161801,21618,1,Male,45-54,Saudi,Yes,Full Time Employed,Car Only
2161802,21618,2,Female,34-44,Saudi,There is no reason,Refused to Answer,No License
2161803,21618,3,Male,18-24,Saudi,Yes,Unemployed,Car Only
2161804,21618,4,Female,18-24,Saudi,Yes,Student - College: Full-Time (does not work),Car Only
